source_file,unit_index,form_type,status,cross_status,issues,stat_flags
อำเภอควนขนุน/32ตำบลปันแต.pdf,11,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,single_party_dominance: วรท เทอดวีระพงศ์; single_party_dominance: ศุภกร ขุนชิต; single_party_dominance: ภพเอกอัคร อินทรโม; single_party_dominance: นิติศักดิ์ ธรรมเพชร
อำเภอควนขนุน/32ตำบลปันแต.pdf,12,constituency,FAIL,MISMATCH,sum(scores.values()) does not equal ballot_valid; ballot_valid is None; ballot_no_vote is None; ballot_total differs between forms,
อำเภอควนขนุน/30ตำบลพนมวังก์.pdf,0,constituency,FAIL,MISMATCH,sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/30ตำบลพนมวังก์.pdf,1,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/30ตำบลพนมวังก์.pdf,2,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,score_outlier: ศุภกร ขุนชิต
อำเภอควนขนุน/30ตำบลพนมวังก์.pdf,3,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/30ตำบลพนมวังก์.pdf,6,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอควนขนุน/30ตำบลพนมวังก์.pdf,7,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,0,constituency,FAIL,OK,ballot_valid is None; scores['สมเสริม ชูรักษ์'] is None,
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,2,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,3,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; ballot_total differs between forms,
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,4,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; scores['สมเสริม ชูรักษ์'] is None; ballot_total differs between forms,single_party_dominance: วรท เทอดวีระพงศ์; score_outlier: วรท เทอดวีระพงศ์
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,5,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,6,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_no_vote is None,single_party_dominance: วรท เทอดวีระพงศ์; single_party_dominance: ภพเอกอัคร อินทรโม; single_party_dominance: นิติศักดิ์ ธรรมเพชร
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,8,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,9,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,score_outlier: ภพเอกอัคร อินทรโม
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,10,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total,
อำเภอควนขนุน/23ตำบลพนางตุง.pdf,12,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/24ตำบลมะกอกเหนือ(เทศบาล).pdf,1,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอควนขนุน/24ตำบลมะกอกเหนือ(เทศบาล).pdf,2,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; ballot_total differs between forms,
อำเภอควนขนุน/24ตำบลมะกอกเหนือ(เทศบาล).pdf,3,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total,
อำเภอควนขนุน/25ตำบลมะกอกเหนือ.pdf,0,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/25ตำบลมะกอกเหนือ.pdf,1,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอควนขนุน/25ตำบลมะกอกเหนือ.pdf,2,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; scores['สมเสริม ชูรักษ์'] is None; ballot_total differs between forms,
อำเภอควนขนุน/25ตำบลมะกอกเหนือ.pdf,3,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,score_outlier: พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง
อำเภอควนขนุน/25ตำบลมะกอกเหนือ.pdf,5,constituency,FAIL,OK,scores['สมเสริม ชูรักษ์'] is None,
อำเภอควนขนุน/25ตำบลมะกอกเหนือ.pdf,6,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/25ตำบลมะกอกเหนือ.pdf,8,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total,
อำเภอควนขนุน/25ตำบลมะกอกเหนือ.pdf,9,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; scores['สมเสริม ชูรักษ์'] is None; ballot_total differs between forms,
อำเภอกงหรา 2/46ตำบลสมหวัง.pdf,0,constituency,FAIL,OK,scores['อธิคม ขุนแก้ว'] is None,
อำเภอกงหรา 2/46ตำบลสมหวัง.pdf,2,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total,
อำเภอกงหรา 2/46ตำบลสมหวัง.pdf,3,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอกงหรา 2/46ตำบลสมหวัง.pdf,5,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอกงหรา 2/46ตำบลสมหวัง.pdf,6,constituency,PASS,MISMATCH,ballot_total differs between forms,
อำเภอศรีบรรพต/40ตำบลเขาปู่.pdf,0,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,
อำเภอศรีบรรพต/40ตำบลเขาปู่.pdf,2,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอศรีบรรพต/40ตำบลเขาปู่.pdf,4,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; ballot_total differs between forms,
อำเภอศรีบรรพต/40ตำบลเขาปู่.pdf,8,constituency,PASS,MISMATCH,ballot_total differs between forms,
อำเภอศรีบรรพต/40ตำบลเขาปู่.pdf,9,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
