district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,pdf_page,pdf_sequence,unit_district,source_subdistrict_pdf,polling_unit_no,moo,polling_place_pdf,registered_voters_66,province,registrar,latlong_subdistrict,latlong_location,latitude,longitude,electorate,latlong_row_id,latlong_match_method,latlong_match_score,coordinate_reused_count,merge_key_subdistrict_unit,latlong_merge_status
ควนขนุน,ปันแต,9,partylist,election_day,353,338,10,5,0,0,0,0,0,0,3,0,1,46,0,153,5,0,0,0,0,5,0,0,0,1,1,0,63,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,4,3,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,4.0,373.0,ควนขนุน,ปันแต,10.0,10,สถานปฏิบัติธรรมบ้านไสหลวง,444.0,พัทลุง,อำเภอควนขนุน,ปันแต,สถานปฏิบัติธรรมบ้านไสหลวง,7.7735798,100.0289689,2.0,65.0,location_exact_normalized,1.0,1.0,ปันแต|9,matched
ควนขนุน,ปันแต,10,partylist,election_day,384,358,23,3,0,0,0,1,0,0,1,0,0,32,0,212,1,0,0,0,0,5,0,0,0,0,1,0,45,0,0,4,1,1,0,2,0,1,0,0,0,0,0,30,8,2,0,1,0,0,1,1,2,3,0,0,0,3,0,0,0,4.0,374.0,ควนขนุน,ปันแต,11.0,11,ศาลาประจ าหมู่บ้านบ้านทุ่งลาน,473.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านทุ่งลาน,7.734939400000001,100.0100936,2.0,66.0,location_exact_normalized,1.0,1.0,ปันแต|10,matched
ควนขนุน,ปันแต,11,partylist,election_day,336,328,4,4,0,0,0,0,2,0,1,0,0,45,0,192,2,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,5,1,0,1,0,0,0,0,0,2,1,22,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4.0,375.0,ควนขนุน,ปันแต,12.0,12,ศาลาประจ าหมู่บ้านบ้านหารเจ,383.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านหารเจ,7.791652699999999,99.9968167,2.0,67.0,location_exact_normalized,1.0,1.0,ปันแต|11,matched
ควนขนุน,ปันแต,12,partylist,election_day,188,180,8,0,0,0,0,0,0,0,0,0,0,12,0,102,1,0,0,0,0,1,0,0,0,0,0,0,43,1,0,1,7,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,376.0,ควนขนุน,ปันแต,13.0,13,ศาลาประจ าหมู่บ้านบ้านเขากลาง,242.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านเขากลาง,7.762721,100.0576457,2.0,68.0,location_exact_normalized,1.0,1.0,ปันแต|12,matched
ป่าพะยอม,ป่าพะยอม,0,partylist,election_day,453,432,16,5,0,0,0,1,1,0,1,0,1,43,0,291,5,0,1,0,0,4,0,0,0,0,0,0,51,0,1,1,7,0,0,0,0,0,0,0,1,1,2,8,0,0,0,1,0,0,1,0,2,5,0,2,0,1,0,0,0,5.0,405.0,ป่าพะยอม,ป่าพะยอม,1.0,1,ศาลาประจ าหมู่บ้านบ้านสังแกระ,617.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านสังแกระ,7.8521588,99.9353318,2.0,167.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|0,matched
ป่าพะยอม,ป่าพะยอม,1,partylist,election_day,337,318,11,8,2,0,0,0,0,0,1,0,0,35,3,176,3,0,0,0,0,1,0,1,0,0,0,0,53,0,0,2,20,0,0,0,0,0,0,0,1,1,0,7,5,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,5.0,406.0,ป่าพะยอม,ป่าพะยอม,2.0,2,ศาลาประจ าหมู่บ้านบ้านป่าพะยอม,418.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านป่าพะยอม,7.7542239,99.8194682,2.0,168.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|1,matched
ป่าพะยอม,ป่าพะยอม,2,partylist,election_day,357,342,11,4,0,0,0,1,0,0,0,0,0,38,5,172,7,0,0,0,0,0,0,1,0,0,0,0,59,0,0,2,31,0,0,0,0,0,0,0,0,0,1,10,7,2,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,5.0,407.0,ป่าพะยอม,ป่าพะยอม,3.0,2,โรงเรียนอนุบาลป่าพะยอม,532.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,โรงเรียนอนุบาลป่าพะยอม,7.841230299999999,99.9385037,2.0,169.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|2,matched
ป่าพะยอม,ป่าพะยอม,3,partylist,election_day,511,486,14,11,2,0,0,0,2,0,3,0,0,66,3,282,7,0,1,0,0,0,0,0,0,0,0,1,55,0,0,1,10,0,1,0,0,0,0,0,2,0,0,11,13,3,0,0,0,3,0,2,3,8,0,2,0,3,0,2,0,5.0,408.0,ป่าพะยอม,ป่าพะยอม,4.0,3,ศาลาประจ าหมู่บ้านบ้านทุ่ง,691.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านทุง,7.8521588,99.9353318,2.0,170.0,location_fuzzy,0.9796,1.0,ป่าพะยอม|3,matched
ป่าพะยอม,ป่าพะยอม,4,partylist,election_day,397,389,7,1,1,0,0,0,0,0,1,0,1,45,0,253,5,0,2,1,0,4,0,0,0,0,0,0,40,0,1,0,7,0,0,0,1,0,0,0,3,0,6,7,5,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,5.0,409.0,ป่าพะยอม,ป่าพะยอม,5.0,4,ศาลาประจ าหมู่บ้านบ้านประดู่หอม,505.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านประดู่หอม,7.851793,99.964334,2.0,171.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|4,matched
ป่าพะยอม,ป่าพะยอม,5,partylist,election_day,531,499,12,20,0,0,0,0,0,0,4,2,0,64,0,336,3,0,1,0,0,3,1,0,0,0,0,0,37,0,1,1,9,1,1,0,0,1,0,0,0,0,1,11,3,1,0,2,0,1,0,2,1,6,0,2,0,4,0,0,0,5.0,410.0,ป่าพะยอม,ป่าพะยอม,6.0,5,ศาลาประจ าหมู่บ้านบ้านนาทราย,705.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านนาทราย,7.838677,99.863101,2.0,172.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|5,matched
ป่าพะยอม,ป่าพะยอม,6,partylist,election_day,498,478,13,7,3,1,0,0,0,0,0,0,0,59,0,310,5,0,2,0,0,6,1,0,0,0,1,0,55,1,2,0,2,0,1,0,1,0,0,1,3,0,0,13,4,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,5.0,411.0,ป่าพะยอม,ป่าพะยอม,7.0,6,ศาลาประจ าหมู่บ้านบ้านโคกกอ,619.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านโคกกอ,7.8521588,99.9353318,2.0,173.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|6,matched
ป่าพะยอม,ป่าพะยอม,7,partylist,election_day,571,557,7,7,0,0,0,1,0,0,3,0,0,57,1,370,5,0,0,0,0,2,0,0,0,0,0,0,54,1,0,3,2,0,0,1,1,0,0,0,5,0,3,24,6,1,0,3,0,0,0,0,2,10,0,0,0,1,0,1,0,5.0,412.0,ป่าพะยอม,ป่าพะยอม,8.0,7,ศาลาประจ าหมู่บ้านบ้านไสกุน,743.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านไสกุน,7.8654527,99.959434,2.0,174.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|7,matched
ควนขนุน,พนมวังก์,0,partylist,election_day,400,393,4,3,0,2,1,0,0,0,1,1,0,58,0,234,5,0,0,0,0,2,0,1,0,1,0,0,45,0,3,0,4,1,0,0,0,0,0,0,5,0,1,19,2,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,3.0,348.0,ควนขนุน,พนมวังก์,1.0,1,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),455.0,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),7.6738819,100.0809748,2.0,39.0,location_exact_normalized,1.0,1.0,พนมวังก์|0,matched
ควนขนุน,พนมวังก์,1,partylist,election_day,631,596,23,12,0,0,0,0,1,0,1,0,0,72,0,351,3,0,3,0,0,2,1,2,0,0,0,1,98,1,1,3,5,1,0,0,1,0,0,0,4,0,0,22,2,2,0,0,0,1,0,0,2,10,0,2,0,3,1,0,0,3.0,349.0,ควนขนุน,พนมวังก์,2.0,2,ศาลาประจ าหมู่บ้านบ้านระหว่างควน,821.0,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านระหว่างควน,7.6920875,100.0469114,2.0,40.0,location_exact_normalized,1.0,1.0,พนมวังก์|1,matched
ควนขนุน,พนมวังก์,2,partylist,election_day,574,545,17,12,0,1,0,0,0,0,0,0,0,92,0,288,3,0,0,0,0,5,1,0,0,2,0,0,96,0,0,1,6,0,0,0,0,0,0,1,0,0,0,16,8,2,0,1,2,0,1,2,1,7,0,3,0,5,0,1,0,3.0,350.0,ควนขนุน,พนมวังก์,3.0,3,ศาลาประจ าหมู่บ้านบ้านควนปริง,693.0,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านควนปริง,7.681553500000001,100.0052044,2.0,41.0,location_exact_normalized,1.0,1.0,พนมวังก์|2,matched
ควนขนุน,พนมวังก์,3,partylist,election_day,530,502,20,8,0,0,0,0,0,0,4,1,1,63,0,233,6,0,1,2,0,7,1,0,0,0,0,0,134,0,0,2,7,0,1,0,0,0,0,1,3,1,1,13,5,1,0,0,0,0,0,0,0,4,0,0,0,8,0,1,1,3.0,351.0,ควนขนุน,พนมวังก์,4.0,4,โรงเรียนทุ่งยางเปล,656.0,พัทลุง,อำเภอควนขนุน,พนมวังก์,โรงเรียนทุ่งยางเปล,7.653512500000001,100.0357031,2.0,42.0,location_exact_normalized,1.0,1.0,พนมวังก์|3,matched
ควนขนุน,พนมวังก์,4,partylist,election_day,398,371,19,8,0,1,0,0,1,0,1,0,1,39,0,187,4,0,2,0,0,6,2,0,0,0,0,0,43,0,0,1,11,0,0,0,2,0,0,0,0,0,0,53,2,4,0,0,0,3,0,0,0,3,0,2,3,0,0,0,0,3.0,352.0,ควนขนุน,พนมวังก์,5.0,5,ศาลาประจ าหมู่บ้านบ้านพนมวังก์,485.0,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านพนมวังก์,7.3838149,100.2598974,2.0,43.0,location_exact_normalized,1.0,1.0,พนมวังก์|4,matched
ควนขนุน,พนมวังก์,5,partylist,election_day,628,596,23,9,0,5,0,0,0,0,2,0,1,72,0,200,4,0,1,0,1,3,0,1,0,0,0,0,216,0,0,1,5,1,0,0,0,0,0,0,2,0,0,55,4,3,1,1,0,0,1,1,2,8,0,0,0,5,0,0,0,3.0,353.0,ควนขนุน,พนมวังก์,6.0,6,ศาลาประจ าหมู่บ้านบ้านทุ่งขึงหนัง,771.0,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านทุ่งขึงหนัง,7.6731922,100.0191857,2.0,44.0,location_exact_normalized,1.0,1.0,พนมวังก์|5,matched
ควนขนุน,พนมวังก์,6,partylist,election_day,516,492,14,10,0,0,0,0,0,0,1,0,0,62,0,308,4,0,2,0,0,3,1,0,0,0,1,0,67,0,0,2,4,0,0,0,0,0,0,0,1,0,3,18,4,1,0,1,0,2,0,0,0,6,0,0,0,1,0,0,0,3.0,354.0,ควนขนุน,พนมวังก์,7.0,7,ศาลาประจ าหมู่บ้านบ้านไสยวน,631.0,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านไสยวน,7.688851199999999,100.0064228,2.0,45.0,location_exact_normalized,1.0,1.0,พนมวังก์|6,matched
ควนขนุน,พนมวังก์,7,partylist,election_day,551,523,23,5,0,1,0,1,0,0,0,0,0,61,0,316,3,0,0,0,0,4,0,0,0,1,0,0,67,0,1,2,8,0,0,0,0,0,0,0,3,1,5,28,5,3,0,0,0,1,1,1,1,4,0,3,0,2,0,0,0,3.0,355.0,ควนขนุน,พนมวังก์,8.0,8,ศาลาประจ าหมู่บ้านบ้านเกาะอ้ายเฒ่า,708.0,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านเกาะอ้ายเฒ่า,7.697101200000001,100.0275755,2.0,46.0,location_exact_normalized,1.0,1.0,พนมวังก์|7,matched
ควนขนุน,พนางตุง,0,partylist,election_day,412,384,18,10,0,0,0,1,0,0,1,1,0,50,1,104,6,0,0,1,0,5,0,0,0,0,0,0,122,0,0,2,5,0,1,0,0,0,0,0,4,0,0,63,9,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,1.0,272.0,ควนขนุน,พนางตุง,1.0,1,ศาลาประจ าหมู่บ้านบ้านทะเลน้อย,531.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,7.7777536,100.1167953,2.0,101.0,location_exact_normalized,1.0,1.0,พนางตุง|0,matched
ควนขนุน,พนางตุง,1,partylist,election_day,352,326,22,4,0,1,0,0,2,0,0,0,1,47,0,94,0,0,0,0,0,2,0,0,0,0,0,0,110,0,0,0,2,1,0,0,0,0,0,0,2,1,0,48,6,1,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0,1.0,273.0,ควนขนุน,พนางตุง,2.0,2,ศาลาประจ าหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,496.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,7.7777536,100.1167953,2.0,102.0,location_exact_normalized,1.0,1.0,พนางตุง|1,matched
ควนขนุน,พนางตุง,2,partylist,election_day,650,629,14,7,0,0,0,0,1,0,3,0,0,111,0,271,11,0,0,0,0,1,0,0,0,0,0,0,143,2,1,1,3,0,0,0,0,0,0,0,4,0,2,48,7,2,0,1,0,2,0,3,0,3,0,2,0,6,0,1,0,1.0,274.0,ควนขนุน,พนางตุง,3.0,3,โรงเรียนควนพนางตุง,859.0,พัทลุง,อำเภอควนขนุน,พนางตุง,โรงเรียนควนพนางตุง,7.777721799999999,100.1033782,2.0,103.0,location_exact_normalized,1.0,1.0,พนางตุง|2,matched
ควนขนุน,พนางตุง,3,partylist,election_day,367,356,7,4,0,0,0,0,0,0,0,0,0,26,1,221,3,0,1,0,0,1,0,0,0,0,0,0,62,0,1,1,1,0,0,0,1,0,0,3,5,0,0,19,5,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1.0,275.0,ควนขนุน,พนางตุง,4.0,4,ศาลาประจ าหมู่บ้านบ้านชายคลอง,450.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านชายคลอง,7.7346142,100.1285201,2.0,104.0,location_exact_normalized,1.0,1.0,พนางตุง|3,matched
ควนขนุน,พนางตุง,4,partylist,election_day,659,634,19,6,0,3,0,0,0,0,3,0,3,77,0,308,6,0,0,1,0,6,1,1,0,4,0,0,131,0,1,2,8,0,1,0,2,0,0,0,11,0,1,32,13,2,0,0,0,0,1,0,2,6,0,0,0,7,0,0,1,1.0,276.0,ควนขนุน,พนางตุง,5.0,5,ศาลาประจ าหมู่บ้านบ้านท่าช้าง,841.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านท่าช้าง,7.7462876,100.1069393,2.0,105.0,location_exact_normalized,1.0,1.0,พนางตุง|4,matched
ควนขนุน,พนางตุง,5,partylist,election_day,680,655,19,6,1,2,0,0,0,0,4,0,0,52,1,325,4,0,0,0,0,5,1,1,0,1,1,1,182,0,0,2,2,1,0,1,0,0,1,0,2,2,1,34,6,1,0,0,0,2,0,0,4,12,0,0,1,2,0,0,0,1.0,277.0,ควนขนุน,พนางตุง,6.0,6,ศาลาประจ าหมู่บ้านบ้านไสคลิ้ง,815.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านไสคลิ้ง,7.7615069,100.1367166,2.0,106.0,location_exact_normalized,1.0,1.0,พนางตุง|5,matched
ควนขนุน,พนางตุง,6,partylist,election_day,483,455,25,3,1,0,0,1,1,0,1,0,0,41,0,209,5,0,1,0,0,4,0,0,0,0,0,0,148,0,0,2,3,0,1,0,0,0,0,0,2,1,1,5,7,0,0,1,0,1,0,0,1,13,2,1,0,2,0,0,0,1.0,278.0,ควนขนุน,พนางตุง,7.0,7,ศาลาประจ าหมู่บ้านบ้านค่าย,633.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านค่าย,7.767323999999999,100.08837,2.0,107.0,location_exact_normalized,1.0,1.0,พนางตุง|6,matched
ควนขนุน,พนางตุง,7,partylist,election_day,726,682,38,6,0,2,0,0,1,0,3,0,3,72,1,388,7,0,1,1,0,15,2,0,0,0,0,0,89,1,0,2,9,1,0,1,0,0,1,0,7,2,2,33,9,1,0,1,0,2,1,0,3,17,0,1,0,2,0,0,1,1.0,279.0,ควนขนุน,พนางตุง,8.0,8,ที่ท าการก านันต าบลพนางตุง,915.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ที่ทำการกำนันตำบลพนางตุง,7.7801171,100.0898175,2.0,108.0,location_exact_normalized,1.0,1.0,พนางตุง|7,matched
ควนขนุน,พนางตุง,8,partylist,election_day,166,160,3,3,0,0,0,0,0,0,0,0,0,24,0,76,2,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,4,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1.0,280.0,ควนขนุน,พนางตุง,9.0,9,ศาลาประจ าหมู่บ้านบ้านปากคลองเก่า,205.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,7.734145599999999,100.0256023,2.0,109.0,location_exact_normalized,1.0,1.0,พนางตุง|8,matched
ควนขนุน,พนางตุง,9,partylist,election_day,632,592,31,9,0,3,1,0,0,0,3,0,0,60,1,338,10,0,0,0,0,3,1,2,0,0,0,1,102,0,0,0,7,1,1,0,0,0,0,0,5,0,4,28,0,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,2,1.0,281.0,ควนขนุน,พนางตุง,10.0,10,โรงเรียนบ้านธรรมเถียร,785.0,พัทลุง,อำเภอควนขนุน,พนางตุง,โรงเรียนบ้านธรรมเถียร,7.789683200000001,100.0953331,2.0,110.0,location_exact_normalized,1.0,1.0,พนางตุง|9,matched
ควนขนุน,พนางตุง,10,partylist,election_day,338,324,8,6,0,0,1,1,0,0,2,0,1,22,0,188,3,0,1,0,0,1,0,0,0,0,1,0,84,0,0,0,4,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1.0,282.0,ควนขนุน,พนางตุง,11.0,11,ศาลาประจ าหมู่บ้านบ้านไทรงาม,431.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านไทรงาม,7.7781796,100.118286,2.0,111.0,location_exact_normalized,1.0,1.0,พนางตุง|10,matched
ควนขนุน,พนางตุง,11,partylist,election_day,548,515,27,6,0,0,1,1,0,0,1,0,2,54,1,243,6,0,0,0,0,1,0,0,0,0,0,1,136,0,1,2,1,3,0,1,0,0,0,0,5,0,2,28,8,0,0,1,0,2,0,0,0,10,0,2,0,2,0,0,0,1.0,283.0,ควนขนุน,พนางตุง,12.0,12,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,686.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,7.7615069,100.1367166,2.0,112.0,location_exact_normalized,1.0,1.0,พนางตุง|11,matched
ควนขนุน,พนางตุง,12,partylist,election_day,510,466,34,10,0,0,0,0,1,0,1,0,0,89,1,161,1,1,0,0,0,4,0,0,0,1,1,0,110,0,2,0,4,0,0,1,0,0,0,0,3,0,0,63,7,1,0,0,0,0,1,1,0,6,0,0,0,6,0,0,0,1.0,284.0,ควนขนุน,พนางตุง,13.0,13,ศาลาอเนกประสงค์หมู่ที่ 13,645.0,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาเอนกประสงค์ หมู่ที่ 13,7.7615069,100.1367166,2.0,113.0,location_fuzzy,0.9583,1.0,พนางตุง|12,matched
ควนขนุน,มะกอกเหนือ(เทศบาล),0,partylist,election_day,400,392,6,2,0,0,0,0,0,0,0,0,0,54,0,217,1,0,0,0,0,3,0,1,0,0,0,0,89,0,1,2,2,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1.0,285.0,ควนขนุน,มะกอกเหนือ(เทศบาล),1.0,1,วัดประดู่เรียง,492.0,พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,วัดประดู่เรียง,7.7391571,100.0863987,2.0,264.0,location_exact_normalized,1.0,1.0,มะกอกเหนือ(เทศบาล)|0,matched
ควนขนุน,มะกอกเหนือ(เทศบาล),1,partylist,election_day,307,296,4,7,0,1,0,1,0,0,3,0,0,33,1,154,0,0,0,0,1,1,0,1,0,0,0,0,69,1,0,0,1,0,0,0,0,0,0,0,1,0,1,13,2,0,0,0,0,0,0,1,0,4,0,1,0,6,0,0,0,1.0,286.0,ควนขนุน,มะกอกเหนือ(เทศบาล),2.0,1,อาคารศูนย์ออกก าลังกาย (Fitness) ทต.มะกอกเหนือ,412.0,พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,อาคารศูนย์ออกกำลังกาย (Fitness) ทต.มะกอกเหนือ,7.7416636,100.0695367,2.0,265.0,location_exact_normalized,1.0,1.0,มะกอกเหนือ(เทศบาล)|1,matched
ควนขนุน,มะกอกเหนือ(เทศบาล),2,partylist,election_day,374,366,3,5,0,0,0,0,1,0,1,0,0,65,0,181,2,0,0,0,0,0,0,0,0,0,0,0,69,0,1,1,6,1,0,0,1,0,0,1,4,0,0,15,5,1,0,1,0,0,1,0,2,2,0,0,0,5,0,0,0,1.0,287.0,ควนขนุน,มะกอกเหนือ(เทศบาล),3.0,1,อาคารอเนกประสงค์ (ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),563.0,พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,อาคารอเนกประสงค์(ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),7.736405899999999,100.0686586,2.0,266.0,location_exact_normalized,1.0,1.0,มะกอกเหนือ(เทศบาล)|2,matched
ควนขนุน,มะกอกเหนือ(เทศบาล),3,partylist,election_day,229,226,3,0,0,0,0,0,1,0,0,0,0,29,0,122,3,0,0,0,0,0,0,1,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,3,1,0,11,4,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,2.0,288.0,ควนขนุน,มะกอกเหนือ(เทศบาล),4.0,1,ศาลาเฉลิมพระเกียรติ ร.9,366.0,พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,ศาลาเฉลิมพระเกียรติ ร.9,7.7416636,100.0695367,2.0,267.0,location_exact_normalized,1.0,1.0,มะกอกเหนือ(เทศบาล)|3,matched
ควนขนุน,มะกอกเหนือ,0,partylist,election_day,478,458,11,9,0,1,0,1,2,0,2,0,0,64,0,247,3,0,2,1,0,2,0,1,0,1,0,0,82,2,0,1,6,0,0,1,2,0,0,1,4,0,0,14,5,1,0,0,0,0,0,2,1,7,0,0,0,2,0,0,0,2.0,289.0,ควนขนุน,มะกอกเหนือ,1.0,1,โรงอาหารโรงเรียนประดู่เรียง,676.0,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,โรงอาหารโรงเรียนประดู่เรียง,7.7409914,100.0858852,2.0,91.0,location_exact_normalized,1.0,1.0,มะกอกเหนือ|0,matched
ควนขนุน,มะกอกเหนือ,1,partylist,election_day,93,90,1,2,0,0,0,0,0,0,0,0,0,15,0,36,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2.0,290.0,ควนขนุน,มะกอกเหนือ,2.0,2,ศาลาประจ าหมู่บ้านบ้านปากคลองเก่า,127.0,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,7.739052,100.0712741,2.0,92.0,location_exact_normalized,1.0,1.0,มะกอกเหนือ|1,matched
ควนขนุน,มะกอกเหนือ,2,partylist,election_day,113,108,1,4,0,0,0,0,0,0,1,0,1,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,291.0,ควนขนุน,มะกอกเหนือ,3.0,3,ศาลาประจ าหมู่บ้านบ้านเขาอ้อ,132.0,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ศาลาประจำหมู่บ้านบ้านเขาอ้อ,7.7544444,100.0663889,2.0,93.0,location_exact_normalized,1.0,1.0,มะกอกเหนือ|2,matched
