province,registrar,subdistrict,electorate,location,latitude,longitude,district,source_subdistrict_pdf,polling_unit_no,unit_index,moo,polling_place_pdf,registered_voters_66,pdf_sequence,pdf_page,unit_match_method,unit_match_score,unit_match_note
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านพร้าว,7.8144408,99.9409196,ป่าพะยอม,บ้านพร้าว,2,1,1,ศาลาประจ าหมู่บ้านบ้านพร้าว,553,414,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านตลิ่งชัน,7.7965689,99.92745370000002,ป่าพะยอม,บ้านพร้าว,3,2,2,ศาลาประจ าหมู่บ้านบ้านตลิ่งชัน,727,415,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านศาลาน้ำ,7.830872999999999,99.930464,ป่าพะยอม,บ้านพร้าว,4,3,3,ศาลาประจ าหมู่บ้านบ้านศาลาน ้า,802,416,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านบ่อทราย,7.836562000000001,99.9709605,ป่าพะยอม,บ้านพร้าว,5,4,4,ศาลาประจ าหมู่บ้านบ้านบ่อทราย,419,417,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านไสอ้อ,7.8144408,99.9409196,ป่าพะยอม,บ้านพร้าว,6,5,5,ศาลาประจ าหมู่บ้านบ้านไสอ้อ,313,418,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านหาดสูง,7.8144408,99.9409196,ป่าพะยอม,บ้านพร้าว,7,6,6,ศาลาประจ าหมู่บ้านบ้านหาดสูง,767,419,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านไสกล้วย,7.8144408,99.9409196,ป่าพะยอม,บ้านพร้าว,8,7,7,ศาลาประจ าหมู่บ้านบ้านไสกล้วย,468,420,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านหน้าป่า,7.7994581,99.9130875,ป่าพะยอม,บ้านพร้าว,9,8,8,ศาลาประจ าหมู่บ้านบ้านหน้าป่า,833,421,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านไผ่รอบ,7.8144408,99.9409196,ป่าพะยอม,บ้านพร้าว,10,9,9,ศาลาประจ าหมู่บ้านบ้านไผ่รอบ,810,422,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านบ่อทรายใน,7.836562000000001,99.9709605,ป่าพะยอม,บ้านพร้าว,11,10,10,ศาลาประจ าหมู่บ้านบ้านบ่อทรายใน,602,423,5,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาประจำหมู่บ้านบ้านประดู่,7.5629896,99.9241575,ศรีนครินทร์,อ่างทอง,1,0,1,ศาลาประจ าหมู่บ้านบ้านประดู่,535,473,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านสวนหลวง,7.5564909,99.9744535,ศรีนครินทร์,อ่างทอง,2,1,2,ศาลาอเนกประสงค์บ้านสวนหลวง,490,474,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาประจำหมู่บ้านบ้านอ่างทอง,7.5564909,99.9744535,ศรีนครินทร์,อ่างทอง,3,2,3,ศาลาประจ าหมู่บ้านบ้านอ่างทอง,618,475,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านโหล๊ะหนุน,7.5505741,99.9603319,ศรีนครินทร์,อ่างทอง,4,3,4,ศาลาอเนกประสงค์บ้านโหล๊ะหนุน,676,476,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านปากแพรก,7.5564909,99.9744535,ศรีนครินทร์,อ่างทอง,5,4,5,ศาลาเอนกประสงค์บ้านปากแพรก,347,477,7,location_fuzzy,0.9615,
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาประจำหมู่บ้านบ้านเกาะเหรียง,7.5629896,99.9241575,ศรีนครินทร์,อ่างทอง,6,5,6,ศาลาประจ าหมู่บ้านบ้านเกาะเหรียง,272,478,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านต้นตอ,7.5564909,99.9744535,ศรีนครินทร์,อ่างทอง,7,6,7,ศาลาเอนกประสงค์บ้านต้นตอ,389,479,7,location_fuzzy,0.9583,
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านเกาะขัน,7.5564909,99.9744535,ศรีนครินทร์,อ่างทอง,8,7,8,ศาลาอเนกประสงค์บ้านเกาะขัน,279,480,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านคลองหมวย,7.565728799999999,99.9318053,ศรีนครินทร์,ล าสินธุ์,1,0,1,ศาลาประจ าหมู่บ้านบ้านคลองหมวย,687,464,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านสวนหมาก,7.5045591,99.9073986,ศรีนครินทร์,ล าสินธุ์,2,1,2,ศาลาประจ าหมู่บ้านบ้านสวนหมาก,488,465,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านลำสินธุ์,7.533063,99.937284,ศรีนครินทร์,ล าสินธุ์,3,2,3,ศาลาประจ าหมู่บ้านบ้านล าสินธุ์,635,466,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านห้วยทำผัง,7.5045591,99.9073986,ศรีนครินทร์,ล าสินธุ์,4,3,4,ศาลาประจ าหมู่บ้านบ้านห้วยท าผัง,261,467,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านโหล๊ะไฟ,7.507218399999999,99.9070129,ศรีนครินทร์,ล าสินธุ์,5,4,5,ศาลาประจ าหมู่บ้านบ้านโหล๊ะไฟ,483,468,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านโตน,7.501031,99.9085119,ศรีนครินทร์,ล าสินธุ์,6,5,6,ศาลาประจ าหมู่บ้านบ้านโตน,690,469,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านขาม,7.508669999999999,99.921707,ศรีนครินทร์,ล าสินธุ์,7,6,7,ศาลาประจ าหมู่บ้านบ้านขาม,716,470,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านลำสินธุ์เหนือ,7.533063,99.937284,ศรีนครินทร์,ล าสินธุ์,8,7,8,ศาลาประจ าหมู่บ้านบ้านล าสินธุ์เหนือ,728,471,7,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านโหล๊ะอม,7.5045591,99.9073986,ศรีนครินทร์,ล าสินธุ์,9,8,9,ศาลาประจ าหมู่บ้านบ้านโหล๊ะอม,312,472,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านต้นประดู่,7.4710752,99.9927726,กงหรา,ชะรัด(เทศบาล),1,0,1,ศาลาประจ าหมู่บ้านบ้านต้นประดู่,702,516,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านวังปริง,7.477495999999999,100.0135447,กงหรา,ชะรัด(เทศบาล),2,1,2,ศาลาประจ าหมู่บ้านบ้านวังปริง,515,517,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านหัวหรั่ง,7.471108099999999,100.0050042,กงหรา,ชะรัด(เทศบาล),3,2,3,ศาลาประจ าหมู่บ้านบ้านหัวหรั่ง,752,518,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านท่ายาง,7.470731900000001,99.9856344,กงหรา,ชะรัด(เทศบาล),4,3,4,ศาลาประจ าหมู่บ้านบ้านท่ายาง,432,519,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,อาคารสำนักงานเทศบาลตำบลชะรัด,7.471220799999999,99.979161,กงหรา,ชะรัด(เทศบาล),5,4,5,อาคารส านักงานเทศบาลต าบลชะรัด,534,520,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาอเนกประสงค์บ้านนามะพร้าว,7.470731900000001,99.9856344,กงหรา,ชะรัด(เทศบาล),7,6,6,ศาลาอเนกประสงค์บ้านนามะพร้าว,385,522,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศูนย์ถ่ายทอดเทคโนโลยีตำบลชะรัด,7.470731900000001,99.9856344,กงหรา,ชะรัด(เทศบาล),8,7,7,ศูนย์ถ่ายทอดเทคโนโลยีต าบลชะรัด,717,523,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านหูเล่,7.470731900000001,99.9856344,กงหรา,ชะรัด(เทศบาล),9,8,8,ศาลาประจ าหมู่บ้านบ้านหูเล่,456,524,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านสะพานแต้ว,7.470731900000001,99.9856344,กงหรา,ชะรัด(เทศบาล),10,9,9,ศาลาประจ าหมู่บ้านบ้านสะพานแต้ว,609,525,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านชุมพล,7.6050041,99.9493424,ศรีนครินทร์,ชุมพล(เทศบาล),1,0,1,ศาลาประจ าหมู่บ้านบ้านชุมพล,732,493,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองปริง,7.6050041,99.9493424,ศรีนครินทร์,ชุมพล(เทศบาล),2,1,2,ศาลาประจ าหมู่บ้านบ้านหนองปริง,432,494,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองเสม็ด,7.615725099999999,99.9576849,ศรีนครินทร์,ชุมพล(เทศบาล),3,2,3,ศาลาประจ าหมู่บ้านบ้านหนองเสม็ด,434,495,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาการเปรียญวัดลำกะ,7.5827562,99.9618832,ศรีนครินทร์,ชุมพล(เทศบาล),4,3,3,ศาลาการเปรียญวัดล ากะ,816,496,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านห้วยไทร,7.615725099999999,99.9576849,ศรีนครินทร์,ชุมพล(เทศบาล),5,4,4,ศาลาประจ าหมู่บ้านบ้านห้วยไทร,459,497,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองหาญ (หนองโหล๊ะ),7.6050041,99.9493424,ศรีนครินทร์,ชุมพล(เทศบาล),6,5,5,ศาลาประจ าหมู่บ้านบ้านหนองหาญ (หนองโหล๊ะ),617,498,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาอเนกประสงค์บ้านทุ่งยวน,7.6050041,99.9493424,ศรีนครินทร์,ชุมพล(เทศบาล),7,6,6,ศาลาอเนกประสงค์บ้านทุ่งยวน,319,499,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านควนดินสอ,7.6050041,99.9493424,ศรีนครินทร์,ชุมพล(เทศบาล),8,7,7,ศาลาประจ าหมู่บ้านบ้านควนดินสอ,804,500,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาอเนกประสงค์บ้านสวนโหนด,7.650070299999999,99.9772486,ศรีนครินทร์,ชุมพล(เทศบาล),9,8,8,ศาลาอเนกประสงค์บ้านสวนโหนด,346,501,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองหว้า,17.0245089,102.9780981,ศรีนครินทร์,ชุมพล(เทศบาล),10,9,9,ศาลาประจ าหมู่บ้านบ้านหนองหว้า,401,502,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านลำกะ,7.6050041,99.9493424,ศรีนครินทร์,ชุมพล(เทศบาล),11,10,10,ศาลาประจ าหมู่บ้านบ้านล ากะ,650,503,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านต้นธง,7.6050041,99.9493424,ศรีนครินทร์,ชุมพล(เทศบาล),12,11,11,ศาลาประจ าหมู่บ้านบ้านต้นธง,297,504,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านนารา,7.615725099999999,99.9576849,ศรีนครินทร์,ชุมพล(เทศบาล),13,12,12,ศาลาประจ าหมู่บ้านบ้านนารา,300,505,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองโหรง,7.615725099999999,99.9576849,ศรีนครินทร์,ชุมพล(เทศบาล),14,13,13,ศาลาประจ าหมู่บ้านบ้านหนองโหรง,335,506,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านชุมทอง,7.6050041,99.9493424,ศรีนครินทร์,ชุมพล(เทศบาล),15,14,14,ศาลาประจ าหมู่บ้านบ้านชุมทอง,287,507,8,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาอเนกประสงค์ ร.ร.บ้านนาวง,7.586495599999999,99.8579768,ศรีนครินทร์,บ้านนา(เทศบาล),1,0,1,ศาลาอเนกประสงค์  ร.ร.บ้านนาวง,837,481,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านลำใน,7.55964,99.885151,ศรีนครินทร์,บ้านนา(เทศบาล),2,1,2,ศาลาประจ าหมู่บ้านบ้านล าใน,215,482,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาการเปรียญวัดบ้านนา,7.562269,99.9131441,ศรีนครินทร์,บ้านนา(เทศบาล),3,2,3,ศาลาการเปรียญวัดบ้านนา,652,483,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศูนย์ส่งเสริมสุขภาพราษฎร,7.5640073,99.8794744,ศรีนครินทร์,บ้านนา(เทศบาล),4,3,4,ศูนย์ส่งเสริมสุขภาพราษฎร,497,484,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านต้นไทร,7.569812799999999,99.8929252,ศรีนครินทร์,บ้านนา(เทศบาล),5,4,5,ศาลาประจ าหมู่บ้านบ้านต้นไทร,389,485,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาอเนกประสงค์บ้านตีนนา,7.5640073,99.8794744,ศรีนครินทร์,บ้านนา(เทศบาล),6,5,6,ศาลาอเนกประสงค์บ้านตีนนา,534,486,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาอเนกประสงค์บ้านหนองเหรียง,7.5621172,99.8859108,ศรีนครินทร์,บ้านนา(เทศบาล),7,6,7,ศาลาอเนกประสงค์บ้านหนองเหรียง,492,487,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านคอกเสือ,7.5640073,99.8794744,ศรีนครินทร์,บ้านนา(เทศบาล),8,7,8,ศาลาประจ าหมู่บ้านบ้านคอกเสือ,723,488,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านวงค์,7.5640073,99.8794744,ศรีนครินทร์,บ้านนา(เทศบาล),9,8,9,ศาลาประจ าหมู่บ้านบ้านวงศ์,407,489,7,location_fuzzy,0.96,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาอเนกประสงค์บ้านป่าสน,7.5640073,99.8794744,ศรีนครินทร์,บ้านนา(เทศบาล),10,9,10,ศาลาอเนกประสงค์บ้านป่าสน,424,490,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านน้ำใต้บ่อ,7.576822099999999,99.8753746,ศรีนครินทร์,บ้านนา(เทศบาล),11,10,11,ศาลาประจ าหมู่บ้านบ้านน ้าใต้บ่อ,519,491,7,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ที่ทำการกลุ่มแม่บ้านลำในใต้,7.5640073,99.8794744,ศรีนครินทร์,บ้านนา(เทศบาล),12,11,12,ที่ท าการกลุ่มสตรีบ้านล าในใต้,454,492,7,location_fuzzy,0.8727,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านลานข่อย,7.8872993,99.8553365,ป่าพะยอม,ลานข่อย,1,0,1,ศาลาประจ าหมู่บ้านบ้านลานข่อย,440,424,5,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาการเปรียญวัดลานข่อย,7.8875764,99.87482,ป่าพะยอม,ลานข่อย,2,1,1,ศาลาการเปรียญวัดลานข่อย,580,425,5,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านห้วยหลุด,7.8553141,99.8013351,ป่าพะยอม,ลานข่อย,3,2,2,ศาลาประจ าหมู่บ้านบ้านห้วยหลุด,978,426,5,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านทุ่งชุมพล,7.8808168,99.8327582,ป่าพะยอม,ลานข่อย,4,3,3,ศาลาประจ าหมู่บ้านบ้านทุ่งชุมพล,921,427,5,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านห้วยเรียน,7.821256099999999,99.8794744,ป่าพะยอม,ลานข่อย,5,4,4,ศาลาประจ าหมู่บ้านบ้านห้วยเรียน,842,428,6,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านถ้ำลา,7.852371,99.797831,ป่าพะยอม,ลานข่อย,6,5,5,ศาลาประจ าหมู่บ้านบ้านถ ้าลา,488,429,6,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านมาดนั่ง,7.8553141,99.8013351,ป่าพะยอม,ลานข่อย,7,6,6,ศาลาประจ าหมู่บ้านบ้านมาดนั่ง,611,430,6,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านห้วยศรีเกษร,7.8684401,99.902977,ป่าพะยอม,ลานข่อย,8,7,7,ศาลาประจ าหมู่บ้านบ้านห้วยศรีเกษร,637,431,6,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านห้วยรำพึง,7.8553141,99.8013351,ป่าพะยอม,ลานข่อย,9,8,8,ศาลาประจ าหมู่บ้านบ้านห้วยร าพึง,407,432,6,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านควนยาว,7.8553141,99.8013351,ป่าพะยอม,ลานข่อย,10,9,9,ศาลาประจ าหมู่บ้านบ้านควนยาว,764,433,6,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,2,วัดประดู่เรียง,7.7391571,100.0863987,ควนขนุน,มะกอกเหนือ(เทศบาล),1,0,1,วัดประดู่เรียง,492,285,1,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,2,อาคารศูนย์ออกกำลังกาย (Fitness) ทต.มะกอกเหนือ,7.7416636,100.0695367,ควนขนุน,มะกอกเหนือ(เทศบาล),2,1,1,อาคารศูนย์ออกก าลังกาย (Fitness) ทต.มะกอกเหนือ,412,286,1,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,2,อาคารอเนกประสงค์(ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),7.736405899999999,100.0686586,ควนขนุน,มะกอกเหนือ(เทศบาล),3,2,1,อาคารอเนกประสงค์ (ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),563,287,1,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,2,ศาลาเฉลิมพระเกียรติ ร.9,7.7416636,100.0695367,ควนขนุน,มะกอกเหนือ(เทศบาล),4,3,1,ศาลาเฉลิมพระเกียรติ ร.9,366,288,2,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,2,อาคารอเนกประสงค์ สำนักงานเทศบาลตำบลควนขนุน,7.734476799999999,100.0124479,ควนขนุน,ควนขนุน(เทศบาล),1,0,5,อาคารอเนกประสงค์ ส านักงานเทศบาลต าบลควนขนุน,349,377,4,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,2,อาคารหอประชุม โรงเรียนบ้านควนขนุน,7.733656099999999,100.007411,ควนขนุน,ควนขนุน(เทศบาล),2,1,9,อาคารหอประชุมโรงเรียนบ้านควนขนุน,479,378,4,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,2,ศาลาการเปรียญ วัดสุวรรณวิชัย,7.737481399999999,100.0066003,ควนขนุน,ควนขนุน(เทศบาล),3,2,9,ศาลาการเปรียญวัดสุวรรณวิชัย,599,379,4,location_exact_normalized,1.0,
พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,2,อาคารพ่อท่านนะ วัดสุวรรณวิชัย,7.7484794,100.0080005,ควนขนุน,ควนขนุน(เทศบาล),4,3,9,อาคารพ่อท่านนะ  วัดสุวรรณวิชัย,296,380,4,location_exact_normalized,1.0,
